label,V2_Lower,V2_Upper,V3_Lower,V3_Upper,V4_Lower,V4_Upper,V5_Lower,V5_Upper,V6_Lower,V6_Upper,V7_Lower,V7_Upper,V8_Lower,V8_Upper,V10_Lower,V10_Upper,V11_Lower,V11_Upper,V12_Lower,V12_Upper,V13_Lower,V13_Upper,V14_Lower,V14_Upper,V15_Lower,V15_Upper,V16_Lower,V16_Upper,V18_Lower,V18_Upper,V19_Lower,V19_Upper,V20_Lower,V20_Upper,V21_Lower,V21_Upper,V22_Lower,V22_Upper,V23_Lower,V23_Upper,V24_Lower,V24_Upper,V26_Lower,V26_Upper,V27_Lower,V27_Upper,V28_Lower,V28_Upper,V29_Lower,V29_Upper,V30_Lower,V30_Upper,V31_Lower,V31_Upper,V34_Lower,V34_Upper,V35_Lower,V35_Upper,V36_Lower,V36_Upper,V37_Lower,V37_Upper,V38_Lower,V38_Upper,V39_Lower,V39_Upper,V41_Lower,V41_Upper,V42_Lower,V42_Upper,V43_Lower,V43_Upper,V44_Lower,V44_Upper,V45_Lower,V45_Upper,V46_Lower,V46_Upper,V47_Lower,V47_Upper,V48_Lower,V48_Upper,V49_Lower,V49_Upper,V50_Lower,V50_Upper,V51_Lower,V51_Upper,V52_Lower,V52_Upper,V53_Lower,V53_Upper,V54_Lower,V54_Upper,V55_Lower,V55_Upper,V56_Lower,V56_Upper,V58_Lower,V58_Upper,V59_Lower,V59_Upper,V60_Lower,V60_Upper,V61_Lower,V61_Upper,V62_Lower,V62_Upper,V63_Lower,V63_Upper,V64_Lower,V64_Upper
0,0,0,4,11,5,14,12,15,1,13,0,0,0,0,0,3,13,16,9,15,1,12,9,15,0,5,0,0,3,5,11,16,0,7,0,0,4,13,0,8,0,0,4,6,8,12,0,4,0,0,4,12,2,8,4,8,4,12,0,0,0,0,11,13,0,3,0,0,3,8,4,11,0,0,2,9,10,13,0,2,0,0,0,0,0,4,12,14,2,12,12,15,1,7,0,0,0,0,0,1,5,11,11,16,1,7,0,0,0,0,0,0
0,0,0,0,3,10,15,7,15,0,7,0,0,0,0,0,7,5,16,15,16,15,16,3,16,0,2,0,0,0,8,14,16,6,13,1,11,11,16,0,4,0,0,3,8,16,16,0,7,0,4,13,16,2,7,0,8,15,16,1,6,0,0,10,16,5,8,0,0,0,5,12,16,5,13,0,6,12,16,3,12,0,0,0,0,0,1,8,15,14,16,9,16,14,16,0,9,0,0,0,0,1,3,8,15,13,15,4,8,0,0,0,0
0,0,0,5,11,12,16,5,15,0,5,0,0,0,0,1,5,15,16,11,16,8,16,4,15,0,1,0,0,5,9,11,16,0,6,0,8,12,16,0,6,0,0,5,12,8,16,0,1,0,1,7,14,1,12,6,11,8,13,0,0,0,0,5,9,8,14,0,0,5,8,11,16,0,2,0,0,4,12,8,16,0,0,0,0,0,3,14,16,7,11,0,13,10,16,3,12,0,0,0,0,5,9,12,16,13,16,5,15,0,4,0,0
0,0,0,0,9,13,15,11,12,1,2,0,0,0,0,0,0,0,8,4,8,6,9,12,14,0,1,0,0,0,2,1,9,0,11,0,0,11,13,2,5,0,0,0,4,13,16,0,14,0,0,7,8,5,8,3,7,11,14,0,1,0,0,8,10,4,7,0,0,3,6,13,14,0,0,0,2,11,15,1,4,0,0,0,0,0,2,12,16,5,10,6,12,11,14,0,1,0,0,0,0,1,8,11,15,10,14,1,7,0,0,0,0
0,0,0,0,5,11,16,4,13,0,1,0,0,0,0,0,1,3,15,15,16,13,16,3,11,0,0,0,0,0,8,8,16,6,14,1,4,12,13,0,4,0,0,0,8,9,16,0,10,0,0,6,13,4,6,1,5,9,16,0,8,0,0,2,7,8,10,0,0,0,3,14,16,0,8,0,0,6,10,7,12,0,0,0,0,0,1,8,13,11,15,6,14,15,16,5,10,0,0,0,0,0,4,10,15,12,16,7,13,0,1,0,0
0,0,0,2,10,10,16,12,15,7,14,0,1,0,0,0,1,10,15,13,15,4,10,10,12,4,8,0,0,0,6,11,16,1,5,0,0,0,2,8,10,0,0,3,8,4,13,0,0,0,0,0,4,8,8,4,8,4,12,0,0,0,0,1,7,5,8,0,0,5,6,6,12,0,0,0,0,8,13,0,5,0,0,0,0,0,1,12,16,2,8,1,12,10,13,0,0,0,0,0,0,4,8,14,16,10,16,1,7,0,0,0,0
0,0,0,0,5,9,15,10,16,1,12,0,0,0,0,0,2,10,16,12,16,4,13,11,16,0,3,0,0,0,10,13,16,0,6,0,2,5,14,0,7,0,0,2,10,7,16,0,8,0,0,1,9,6,10,4,10,7,14,0,5,0,0,1,8,7,12,0,0,2,7,11,16,0,4,0,0,3,12,4,13,0,0,0,0,0,1,6,16,5,14,4,12,13,16,1,10,0,0,0,0,0,5,10,16,12,16,3,13,0,5,0,0
0,0,0,0,4,10,16,11,15,1,3,0,0,0,0,0,4,4,16,13,16,7,13,8,13,0,0,0,0,0,8,14,16,7,15,0,5,12,14,0,3,0,0,3,7,9,16,0,12,0,4,7,13,4,9,2,6,11,16,0,6,0,0,7,13,4,11,0,0,0,4,12,16,0,2,0,1,10,15,2,9,0,0,0,0,0,0,9,16,6,12,3,15,14,16,0,4,0,0,0,0,0,4,10,16,15,16,4,13,0,1,0,0
0,0,0,4,12,9,15,1,14,0,4,0,0,0,0,0,4,13,16,8,16,15,16,4,14,0,1,0,0,2,5,14,16,4,9,0,11,8,16,0,6,0,0,4,8,12,16,0,1,0,1,4,16,3,8,5,8,9,16,0,0,0,0,4,16,4,8,0,0,2,8,12,16,0,13,0,11,9,16,1,8,0,0,0,0,0,7,13,16,4,16,12,16,6,16,0,3,0,0,0,0,4,11,12,16,7,13,0,4,0,0,0,0
0,0,0,0,4,9,16,8,15,0,6,0,0,0,0,0,0,3,11,15,16,13,16,5,16,0,3,0,0,0,4,9,16,13,16,0,8,11,16,0,7,0,0,0,8,12,16,5,15,0,0,11,16,0,9,0,8,13,16,0,11,0,3,11,16,0,9,0,0,0,5,10,16,1,14,2,16,12,16,0,6,0,0,0,0,0,1,3,15,11,16,15,16,6,15,0,2,0,0,0,0,0,4,7,16,10,16,0,9,0,0,0,0
1,0,0,0,4,8,14,11,16,2,11,0,1,0,0,0,0,0,7,10,16,16,16,3,15,0,2,0,0,0,0,0,5,10,16,16,16,2,14,0,0,0,0,0,11,0,16,6,16,16,16,2,12,0,0,0,5,0,8,9,16,16,16,2,10,0,0,0,0,0,0,0,9,12,16,16,16,2,6,0,0,0,0,0,0,0,0,0,8,10,16,14,16,0,12,0,1,0,0,0,0,0,2,8,15,15,16,1,11,0,0,0,0
1,0,0,0,0,0,5,11,16,5,13,0,1,0,0,0,0,0,2,1,14,16,16,9,16,0,3,0,0,0,5,0,13,12,16,16,16,7,16,0,0,0,0,1,13,11,16,8,16,16,16,2,15,0,0,0,6,0,12,0,12,15,16,4,10,0,0,0,0,0,0,0,0,0,10,15,16,2,9,0,0,0,0,0,0,0,0,0,0,1,10,16,16,2,14,0,0,0,0,0,0,0,0,0,4,12,16,4,15,0,5,0,0
1,0,0,0,4,5,10,12,16,6,16,0,7,0,0,0,0,0,8,13,16,16,16,6,16,0,4,0,0,0,3,9,16,16,16,16,16,4,12,0,0,0,0,0,7,7,16,12,16,16,16,4,12,0,0,0,5,0,16,6,16,16,16,6,12,0,1,0,0,0,0,0,0,6,16,16,16,8,16,0,0,0,0,0,0,0,0,0,2,6,16,16,16,12,16,0,5,0,0,0,0,0,1,4,9,10,16,0,15,0,2,0,0
1,0,0,10,16,8,15,0,1,0,0,0,0,0,0,0,2,11,16,13,16,0,1,0,0,0,0,0,0,0,11,12,16,16,16,1,6,0,0,0,0,0,0,0,13,8,15,16,16,5,10,0,0,0,0,0,3,0,3,13,15,10,12,0,0,0,0,0,0,0,0,0,0,10,11,14,16,0,2,0,0,0,0,0,0,0,0,2,9,10,14,15,16,6,11,3,8,0,3,0,0,7,12,16,16,16,16,16,16,16,16,5,12
1,0,0,0,7,13,15,1,12,0,0,0,0,0,0,0,0,0,3,14,16,5,16,0,1,0,0,0,0,0,0,0,2,14,16,9,16,0,2,0,0,0,0,0,0,0,4,11,16,12,16,0,8,0,0,0,0,0,5,3,16,13,16,2,14,0,0,0,0,0,0,0,0,0,5,4,15,9,16,0,4,0,0,0,0,0,0,1,10,9,14,9,14,16,16,4,13,2,13,0,0,0,5,11,16,12,16,12,16,13,16,8,16
1,0,0,0,0,0,5,7,16,7,16,0,7,0,0,0,0,0,2,3,15,15,16,13,16,0,11,0,0,0,3,1,13,12,16,16,16,12,16,0,8,0,0,3,11,14,16,11,16,13,16,12,16,0,5,0,7,0,16,0,16,12,16,12,16,0,8,0,0,0,0,0,2,0,13,11,16,12,16,0,7,0,0,0,0,0,0,0,0,0,12,11,16,13,16,0,12,0,0,0,0,0,0,0,6,8,16,10,16,0,7,0,0
1,0,0,0,0,0,12,10,15,0,13,0,0,0,0,0,0,0,0,0,13,16,16,5,16,0,1,0,0,0,0,0,3,7,16,16,16,4,13,0,0,0,0,0,0,0,8,13,16,16,16,2,7,0,0,0,3,7,15,16,16,14,16,0,9,0,0,0,0,0,4,9,16,12,16,14,16,0,10,0,0,0,0,0,0,0,3,0,12,4,16,16,16,0,14,0,0,0,0,0,0,0,1,0,9,7,16,7,15,0,8,0,0
1,0,0,0,6,12,16,7,16,0,9,0,0,0,0,0,0,0,9,13,16,14,16,0,10,0,0,0,0,0,0,1,12,16,16,12,16,0,8,0,0,0,0,0,0,4,13,16,16,10,16,0,4,0,0,0,7,3,16,16,16,5,16,0,3,0,0,0,0,0,2,6,16,16,16,6,16,0,1,0,0,0,0,0,0,0,0,2,13,16,16,7,16,0,6,0,0,0,0,0,0,0,8,11,16,9,16,0,4,0,0,0,0
1,0,0,0,3,14,16,10,14,0,1,0,0,0,0,0,3,6,14,16,16,13,16,0,4,0,0,0,0,0,16,10,16,16,16,5,16,0,4,0,0,0,0,0,11,13,16,15,16,1,16,0,3,0,0,0,9,7,16,16,16,1,14,0,0,0,0,0,0,0,1,3,16,15,16,0,11,0,0,0,0,0,0,0,0,0,0,0,10,15,16,1,10,0,0,0,0,0,0,0,0,0,2,13,16,4,13,0,0,0,0,0,0
1,0,0,0,4,11,16,7,15,0,3,0,0,0,0,0,0,0,6,11,16,13,16,0,7,0,0,0,0,0,0,0,7,11,16,13,16,0,9,0,0,0,0,0,0,0,12,10,16,11,16,0,10,0,0,0,0,0,6,10,16,11,16,0,6,0,0,0,0,0,0,0,8,11,16,9,16,0,6,0,0,0,0,0,0,0,0,0,7,10,16,10,16,0,6,0,0,0,0,0,0,0,6,6,16,10,16,0,11,0,0,0,0
1,0,0,0,0,0,0,3,12,11,16,1,8,0,0,0,0,0,0,0,4,9,16,16,16,1,9,0,0,0,3,0,11,8,16,10,16,16,16,3,10,0,0,0,10,10,16,3,16,0,16,16,16,0,8,0,8,0,16,0,7,1,10,15,16,0,7,0,0,0,1,0,4,0,0,3,11,12,16,0,7,0,0,0,0,0,0,0,0,0,0,5,9,12,16,0,8,0,0,0,0,0,0,0,0,3,11,12,16,0,6,0,0
1,0,0,2,10,12,16,0,5,0,0,0,0,0,0,0,0,4,9,16,16,1,10,0,0,0,0,0,0,0,0,4,12,16,16,1,12,0,0,0,0,0,0,0,2,4,14,16,16,5,15,0,0,0,0,0,8,2,16,15,16,7,16,0,2,0,0,0,0,0,0,0,7,2,11,9,16,0,10,0,0,0,0,0,0,0,0,3,16,8,16,12,16,9,16,11,16,4,10,0,0,2,7,10,16,13,16,15,16,7,16,1,11
1,0,0,0,1,4,12,13,16,3,12,0,0,0,0,0,2,5,13,15,16,16,16,5,11,0,0,0,0,6,13,16,16,14,16,16,16,2,12,0,0,0,0,9,14,6,11,7,16,10,16,0,2,0,0,0,0,0,2,7,15,8,16,0,1,0,0,0,0,0,0,0,4,9,16,7,16,0,2,0,0,0,0,0,0,0,0,0,3,9,16,10,16,0,3,0,0,0,0,0,0,0,0,5,13,13,16,0,5,0,0,0,0
1,0,0,0,8,8,16,8,15,3,9,0,3,0,0,0,1,4,16,16,16,16,16,5,16,0,4,0,0,0,4,9,16,16,16,16,16,4,16,0,2,0,0,0,4,7,16,16,16,16,16,4,12,0,0,0,4,11,16,16,16,16,16,4,12,0,0,0,0,0,4,7,16,16,16,16,16,3,12,0,0,0,0,0,0,0,3,4,16,16,16,16,16,6,16,0,6,0,0,0,1,0,7,9,16,10,16,4,16,0,3,0,0
1,0,0,0,0,0,3,5,15,12,16,0,8,0,0,0,1,0,8,3,15,15,16,14,16,0,9,0,0,3,11,13,16,9,16,6,16,13,16,0,8,0,0,0,10,0,10,0,9,4,16,13,16,0,8,0,0,0,0,0,0,5,16,13,16,0,8,0,0,0,0,0,0,0,0,5,16,9,16,0,7,0,0,0,0,0,0,0,0,0,2,7,16,7,16,0,9,0,0,0,0,0,0,0,3,8,16,7,16,0,8,0,0
1,0,0,0,13,7,16,8,16,1,15,0,11,0,0,0,0,0,8,15,16,16,16,7,16,0,11,0,0,0,0,0,12,14,16,16,16,9,16,0,6,0,0,0,0,1,13,16,16,16,16,4,15,0,2,0,3,4,16,16,16,13,16,0,12,0,0,0,0,0,5,8,16,16,16,8,16,0,8,0,0,0,0,0,0,0,3,8,16,16,16,8,16,0,7,0,0,0,0,0,0,1,14,8,16,5,16,0,9,0,0,0,0
1,0,1,0,11,4,16,11,15,8,12,0,5,0,0,0,1,4,13,16,16,16,16,10,16,0,5,0,0,0,2,10,16,16,16,15,16,2,9,0,0,0,0,0,4,15,16,16,16,11,16,0,4,0,0,1,8,14,16,16,16,5,14,0,0,0,0,0,0,0,7,13,16,15,16,3,16,0,3,0,0,0,0,0,0,0,1,9,16,16,16,4,16,0,1,0,0,0,0,0,0,0,8,6,16,3,12,0,6,0,0,0,0
1,0,0,6,11,6,13,0,1,0,0,0,0,0,0,0,0,6,11,14,16,0,5,0,0,0,0,0,0,0,0,6,11,16,16,3,10,0,0,0,0,0,0,0,0,3,13,15,16,6,15,0,1,0,0,0,0,0,2,2,10,10,16,0,6,0,0,0,0,0,0,0,0,0,3,8,16,0,11,0,0,0,0,0,0,0,0,1,8,4,12,9,16,12,16,4,9,1,5,0,0,4,9,15,16,13,16,14,16,16,16,5,16
1,0,1,1,13,11,16,9,16,0,14,0,1,0,0,0,2,7,16,6,16,2,16,0,9,0,0,0,0,0,4,9,16,16,16,10,16,0,9,0,0,0,0,0,4,11,16,16,16,10,16,0,7,0,0,0,6,9,16,13,16,8,16,0,5,0,0,0,0,0,2,9,16,16,16,11,16,0,5,0,0,0,0,0,0,0,1,6,16,16,16,10,16,0,14,0,0,0,0,0,0,1,14,7,16,11,16,0,16,0,8,0,0
1,0,0,0,0,0,1,6,16,10,15,0,5,0,0,0,0,0,0,0,5,11,16,14,16,0,8,0,0,0,0,0,1,0,14,16,16,11,16,0,3,0,0,0,1,0,12,10,16,16,16,10,16,0,1,0,8,12,16,3,16,15,16,9,15,0,0,0,0,0,6,0,16,0,9,13,16,11,15,0,0,0,0,0,0,0,0,0,1,0,4,12,16,9,16,0,1,0,0,0,0,0,0,0,2,4,15,11,16,0,4,0,0
2,0,5,11,16,9,15,0,5,0,0,0,0,0,0,5,12,14,16,14,16,0,11,0,0,0,0,0,0,0,9,0,15,12,16,2,12,0,0,0,0,0,0,0,0,0,8,8,16,1,8,0,0,0,0,0,0,0,10,11,16,0,7,0,0,0,0,0,0,0,3,4,15,8,16,0,3,0,6,0,9,0,0,0,0,0,11,13,16,9,16,8,16,7,16,2,15,0,0,0,8,12,16,14,16,10,16,8,16,1,8,0,0
2,0,0,0,0,0,8,9,15,8,15,0,4,0,0,0,0,0,7,2,16,8,16,13,16,0,12,0,0,0,0,0,13,2,13,0,14,13,16,0,12,0,0,0,0,0,6,0,6,4,15,4,16,0,6,0,4,0,8,3,13,9,16,0,13,0,0,0,0,3,9,8,16,13,16,0,14,0,1,0,0,0,0,0,3,0,16,2,16,12,16,7,16,1,11,0,5,0,0,0,4,0,4,0,9,9,13,6,16,0,12,0,0
2,0,1,2,14,13,16,7,14,0,2,0,0,0,0,0,9,8,16,7,15,11,16,2,9,0,0,0,0,0,12,2,16,0,12,6,15,6,12,0,0,0,0,0,1,0,8,0,5,7,16,5,12,0,0,0,0,0,0,0,4,9,16,1,11,0,0,0,0,0,0,0,0,0,10,13,16,0,7,0,1,0,0,0,0,0,2,1,15,10,16,12,16,4,13,4,16,0,7,0,0,1,13,11,16,8,16,12,16,12,16,5,16
2,0,5,9,16,11,16,1,8,0,0,0,0,0,0,7,14,12,16,10,16,7,16,0,2,0,0,0,0,2,11,2,11,0,11,12,16,0,4,0,0,0,0,0,5,0,10,0,8,12,16,0,4,0,0,0,0,0,1,4,13,10,16,0,1,0,0,0,0,0,0,0,4,11,16,5,15,0,10,0,5,0,0,0,0,0,3,7,16,16,16,13,16,12,16,7,16,0,3,0,6,7,16,9,16,6,16,4,13,1,11,0,1
2,0,3,10,15,15,16,3,16,0,4,0,0,0,0,3,13,13,16,8,16,10,16,0,8,0,0,0,0,0,13,5,12,0,6,12,16,0,10,0,0,0,0,0,1,0,2,0,7,12,16,0,6,0,0,0,0,0,0,4,10,12,16,0,3,0,0,0,0,0,0,0,3,11,15,5,16,0,0,0,0,0,0,0,0,0,2,10,15,16,16,4,14,4,14,4,15,0,3,0,5,13,16,15,16,16,16,12,16,7,16,0,6
2,0,0,1,8,10,16,13,16,1,8,0,0,0,0,0,2,6,16,13,15,10,16,7,16,0,0,0,0,0,3,3,15,1,6,4,16,8,16,0,1,0,0,0,0,0,1,0,3,13,16,5,8,0,0,0,0,0,1,7,13,12,16,0,1,0,0,0,0,0,6,6,14,15,16,1,9,0,0,0,0,0,0,0,0,2,9,15,16,14,16,7,16,4,10,0,13,0,3,0,0,1,7,2,11,9,15,15,16,5,15,0,3
2,0,3,7,16,10,16,0,5,0,0,0,0,0,0,0,10,14,16,14,16,3,11,0,0,0,0,0,0,0,13,1,13,4,13,8,16,0,1,0,0,0,0,0,1,0,5,6,13,10,15,0,0,0,0,0,0,0,0,10,15,8,13,0,0,0,0,0,0,0,0,0,12,15,16,5,15,1,12,0,8,0,1,0,0,0,2,10,16,16,16,13,16,14,16,9,16,0,4,0,2,7,16,12,16,10,16,6,13,1,7,0,0
2,0,3,6,15,13,16,2,13,0,1,0,0,0,0,4,14,13,16,7,16,6,16,0,4,0,0,0,0,2,15,0,13,0,12,9,16,0,5,0,0,0,0,0,8,0,10,2,13,7,16,0,3,0,0,0,0,0,3,10,16,4,13,0,0,0,0,0,0,0,5,1,15,13,16,0,5,0,0,0,1,0,0,0,0,0,6,9,16,10,16,0,16,4,12,1,15,0,3,0,3,7,16,12,16,12,16,12,16,5,16,0,9
2,0,4,10,15,13,16,6,10,0,1,0,0,0,0,0,8,15,16,14,16,15,16,0,8,0,0,0,0,0,2,0,7,1,2,11,15,3,12,0,0,0,0,0,0,0,0,0,1,9,14,4,8,0,0,0,0,0,0,3,7,15,15,2,4,0,0,0,0,0,1,4,9,15,16,9,16,0,14,0,6,0,0,0,0,0,8,15,16,16,16,15,16,11,16,3,7,0,0,0,7,10,15,11,13,0,12,0,11,0,1,0,0
2,0,0,5,13,12,16,1,7,0,0,0,0,0,0,0,6,12,16,8,16,7,16,0,2,0,0,0,0,0,7,5,16,0,14,12,16,0,6,0,0,0,0,0,3,0,10,0,5,11,16,0,7,0,0,0,0,0,2,0,9,11,16,0,3,0,0,0,0,0,0,0,5,5,15,3,15,0,1,0,0,0,0,0,0,0,1,5,16,15,16,6,16,2,13,2,11,0,3,0,0,3,14,8,16,8,16,11,16,6,16,0,6
2,0,1,4,12,12,16,14,16,8,16,0,4,0,0,0,4,9,16,7,13,4,14,14,16,3,12,0,0,0,0,0,0,0,0,0,6,11,16,3,14,0,0,0,0,0,0,0,1,3,13,14,16,0,6,0,0,0,1,1,10,13,16,5,6,0,0,0,0,0,0,1,7,12,16,8,10,0,0,0,0,0,0,0,0,0,2,6,15,15,16,6,12,5,10,0,11,0,0,0,0,3,13,12,16,13,16,9,16,0,8,0,1
2,0,1,2,11,12,16,11,16,1,12,0,0,0,0,0,8,12,16,6,13,1,11,10,16,0,3,0,0,0,11,7,15,0,5,0,5,12,16,0,6,0,0,0,5,0,4,0,3,0,12,10,16,0,8,0,0,0,0,0,1,3,16,3,16,0,2,0,0,0,0,0,0,0,10,11,16,0,11,0,0,0,0,0,0,0,1,0,15,9,16,12,16,2,12,1,8,0,1,0,0,1,14,8,16,8,16,8,16,11,16,0,10
2,0,0,1,10,10,16,12,15,1,5,0,0,0,0,0,0,0,11,8,16,9,14,10,15,0,0,0,0,0,0,0,9,0,7,0,6,15,16,0,5,0,0,0,0,0,3,0,2,0,8,12,16,0,6,0,0,0,0,0,0,0,13,10,16,0,4,0,0,0,0,0,11,0,10,10,16,7,15,0,4,0,1,0,0,0,0,3,16,12,16,16,16,12,16,4,16,0,10,0,0,1,8,13,16,9,15,8,14,4,16,0,15
2,0,1,2,13,12,16,2,10,0,0,0,0,0,0,0,11,11,16,8,16,11,16,0,9,0,0,0,0,0,12,7,15,0,11,10,16,2,9,0,0,0,0,0,4,0,7,0,4,10,16,5,10,0,0,0,0,0,0,0,4,12,16,2,8,0,0,0,0,0,0,0,0,4,10,15,16,1,10,0,4,0,0,0,0,0,0,5,12,16,16,13,16,12,16,9,16,0,6,0,1,4,16,12,16,0,10,0,10,5,14,0,6
