label,PC1_Lower,PC1_Upper,PC2_Lower,PC2_Upper,PC3_Lower,PC3_Upper,PC4_Lower,PC4_Upper,PC5_Lower,PC5_Upper,PC6_Lower,PC6_Upper,PC7_Lower,PC7_Upper,PC8_Lower,PC8_Upper,PC9_Lower,PC9_Upper
1,-1.072366716,-0.502654374,-1.154694614,-0.728801632,-0.023024901,0.645675615,-0.634376494,0.201052517,-0.441997395,-0.171400642,-1.034990739,-0.643270036,-1.132188557,-0.558956115,-0.594497756,-0.269085335,0.156955388,0.696399877
1,-0.756426652,-0.101111901,-0.402817414,-0.068916335,1.226503142,1.556509516,0.358492304,0.984334749,0.288065267,0.851900865,-0.002994341,0.106959906,0.188071005,0.654150615,-0.342813576,-0.108726557,-0.193438176,0.428132698
1,-1.014166324,-0.408988164,-1.388149684,-0.705426592,-0.530347743,0.133244232,0.161239994,1.053761589,-0.580940199,-0.188123038,-0.917411328,-0.609619586,-0.529574758,-0.353987739,-0.685515811,-0.091553697,-0.265645389,0.150788194
1,-0.595646477,0.049496751,-0.88129214,-0.576736091,-1.217359123,-0.772849529,1.285564046,1.755644215,-0.612325363,0.339303001,-0.319512444,0.310695034,-0.60154463,-0.14066885,-0.697509171,0.07504127,-0.614926298,0.142800784
1,-0.896613786,-0.156661111,-1.680126094,-1.296051157,0.590180658,1.000447645,0.412299435,0.709001893,-0.434632561,0.264792583,-0.465067571,-0.024495508,-0.181596624,0.442973526,0.002668015,0.433103623,0.069301326,0.510111401
1,-0.682939151,-0.334127231,-1.584064309,-1.052540393,-0.193561945,0.566532275,0.5810462,1.377829203,-0.782179442,-0.110279991,-0.522791636,-0.172464709,-0.210318158,0.091952116,-0.529069829,0.115322056,-0.309308864,0.191796173
1,-0.791392645,0.021410454,-0.973406347,-0.365384052,-1.041417344,-0.155425891,0.906666195,1.711256192,0.347470165,0.92660539,-0.692279369,-0.371713038,-0.241868168,0.540940257,-0.896598268,0.07398339,-0.022399265,0.701367858
1,-0.784918085,-0.007763234,-1.481977145,-0.975065757,-0.157698306,0.551716603,-0.125544569,0.930854027,0.256369545,0.80496487,-0.661637375,-0.215639385,-0.039467059,0.506149348,-0.592336311,0.272036571,0.224215633,0.885475385
1,-0.468690618,-0.035416567,-1.644392907,-1.148507658,-0.617586072,0.111072138,0.735074419,1.027688016,-0.788676035,0.214132871,-0.640882033,-0.282069137,-0.150778425,0.227262656,-0.192363882,0.050701109,-0.106662361,0.36707034
1,-1.072482181,-0.494637772,-0.931597168,-0.57473472,0.384779546,1.007957718,0.158274982,0.712174645,-0.300818827,0.310681817,-0.99851758,-0.615971296,-0.518581522,-0.116043421,-0.964926199,-0.070352242,-0.08222356,0.194771922
1,-0.605013965,0.117720315,-0.437664329,-0.183020845,1.252516571,1.587045967,-0.211194351,0.44861361,0.821843792,1.222076319,-0.102767745,0.184902621,0.58097735,0.825557365,-0.406673559,-0.240780732,0.285269339,0.664772886
1,0.013593453,0.324734084,-0.341073603,0.155795238,1.007126382,1.303837943,0.458112554,1.005139638,0.733357144,1.17903055,-0.122101631,0.182731258,0.679819547,1.033442809,-0.203010445,0.003613248,0.027890718,0.233666273
1,-0.281273579,0.194923958,-0.646064771,0.228062709,-1.570981482,-0.861992079,1.37581193,1.90364528,0.035530392,0.774708516,-0.618346971,0.149408638,-0.583662086,0.274730898,-0.818100741,0.117066413,-0.110917167,0.390613386
1,-0.462597733,0.157104379,-1.656718639,-1.248196178,0.139310073,0.568731257,0.49232761,1.094728012,-0.379002223,0.205071218,-0.25701643,0.115652632,0.251933654,0.781296415,0.094643434,0.569005337,-0.214813029,0.35973009
1,-0.678004008,-0.07814244,-1.630576195,-1.155829017,-0.144769372,0.664384422,-0.062583319,0.52533446,-0.959344991,-0.316336545,-0.878270391,-0.538477528,-0.721365881,-0.214010385,-0.509665188,0.238592303,-0.039429384,0.494527351
1,-1.133842014,-0.688104642,-0.888154336,-0.214776517,0.7551367,1.449067932,-0.778206986,-0.033806758,-0.234090319,0.531663435,-0.900177509,-0.296342435,-0.923581255,-0.204571452,-0.229860005,0.227882788,0.135456525,1.01336492
1,0.10533505,0.535852104,-0.086592382,0.293055283,-1.435287474,-1.073822774,0.637206811,1.584991013,0.066718419,0.489917623,-0.480156584,-0.14235856,0.493471117,0.972069098,-0.745369375,-0.393316394,-0.100054754,0.267217397
1,-1.245140899,-0.563283579,-1.581125088,-0.977239397,0.492445702,1.19667706,-0.212109524,0.441296783,-0.370994665,0.400799214,-0.816768491,-0.171153565,-0.527150198,-0.025099503,-0.188571965,0.356326271,-0.035228367,0.81328788
1,-0.026885102,0.493373319,-0.581002901,0.060607507,0.764051876,1.316029377,1.194163996,1.807134916,0.35022685,0.685786025,0.1721939,0.310332845,0.400359405,0.992138258,-0.120263609,0.470680666,-0.289345846,0.004166853
2,0.246073168,0.79251416,-0.063073191,0.709915625,-0.462774918,-0.120256791,0.053397894,0.707760654,-1.092975873,-0.427862563,-0.134912496,0.291780885,1.043705005,1.470864888,-0.333746278,0.122250047,-0.583475927,-0.011654064
2,0.202570527,0.809538606,-0.524574426,0.201953292,1.458401463,2.044303408,-0.551174695,-0.053451347,0.001758926,0.371771713,-0.28836533,0.394918628,0.184642995,0.600229188,-0.358094264,0.301038599,-0.0285344,0.82609608
2,0.266508714,1.055862972,-0.775773296,-0.169080609,1.184709433,1.940441902,-0.345671126,0.072015195,-0.321446272,0.320770327,-0.460675858,0.089364737,0.344735349,1.04756482,0.082836004,0.619378102,-0.458660883,0.085498172
2,0.329005953,0.846020527,-0.783829499,-0.225294508,1.298449685,1.962454473,-0.251033385,0.041299485,-0.705377688,-0.122926409,-0.357543374,0.084119444,-0.149685905,0.291962272,-0.169651476,0.387274153,-0.04401628,0.363196038
2,0.855120283,1.196560975,-0.047537155,0.529955265,-0.55771512,-0.040970335,-0.417954996,-0.040163492,-0.16717738,0.005260338,0.050775125,0.395707073,1.303116718,1.402702152,-0.442502992,-0.082091779,-0.29892939,0.38948064
2,0.061607612,0.96004831,-0.724584551,-0.183345123,0.741665611,1.291783533,-0.54474739,-0.057584227,-0.902954154,-0.131438016,-0.670155812,-0.089509253,-0.47447715,0.028866999,-0.456181307,0.424117377,-0.64920049,0.0725029
2,0.447104039,1.103202253,-0.656359824,0.008801756,0.326906486,0.963656242,-0.227011011,0.837883569,-0.448799376,0.205790447,-0.088903068,0.23679984,1.289547022,1.630466682,-0.309139987,0.347055414,-0.115324311,0.362997567
2,-0.191909092,0.737099418,-0.769613011,-0.283478899,-0.222510427,0.227979516,-0.19824395,0.136968644,-1.188573509,-0.270114695,-0.628485083,0.136765834,0.161627366,0.457843106,-1.148664237,-0.611444495,-0.377627913,0.1269189
2,-0.093354999,0.233144393,-0.292482566,0.371567125,1.71854214,2.038153043,-0.576328716,-0.054696477,-0.257639679,0.267383286,-0.900270629,-0.250803191,-0.34938411,0.037492174,-0.025154949,0.278818926,-0.034216573,0.413661213
2,0.150887092,0.794097597,-0.547541579,-0.187716885,0.122145584,1.325304903,-0.200306846,0.323846192,-0.180011159,0.43350488,-0.199110515,0.39263146,0.722677452,1.443330535,-0.550119283,0.000319679,0.327153825,0.708754885
2,-0.669400366,-0.177213456,-0.870451899,-0.453704372,-0.802846372,0.18490988,0.208181472,1.078781855,-1.400180353,-1.045891801,-0.281728983,0.564622657,0.115195153,0.858057458,-1.025949989,-0.654598162,-0.168439261,0.053636164
2,0.348995054,1.051336949,-0.851950593,-0.369996936,1.042746535,1.761110811,-0.261374827,0.349273564,-0.222103199,0.257174039,-0.23255513,0.296759422,0.797924237,1.222601291,-0.094491663,0.38099582,-0.072466589,0.365404884
2,0.629387064,1.235303046,-0.572903865,-0.174463428,0.860797617,1.369778751,-0.310005081,-0.081186172,-0.887709653,-0.394368604,-0.285599366,0.295338339,-0.323483989,0.316295087,-0.405107678,0.310359006,-0.224717626,0.167924408
2,0.125263573,0.541982894,-0.658292361,-0.396803057,0.876077553,1.082849634,-0.129771,0.523798334,-1.185120315,-0.514986565,-0.224445254,0.325599598,0.332028293,0.927850323,-0.670400987,-0.237121959,-0.01065553,0.681466609
2,0.497184422,1.154452925,-0.818137741,-0.512420317,0.101129412,0.915350219,-0.427858186,-0.192916698,-0.974847745,-0.317708032,-0.417561584,-0.158045993,0.337626416,0.902835671,-0.328163623,0.865736982,-0.65409191,-0.231422351
2,0.16951822,0.598669639,-0.785116704,-0.350240932,1.033428034,1.74556211,-0.07458675,0.350923458,-0.190235835,0.21612836,-0.561456932,-0.206452241,-0.214371812,0.381053865,-0.551383127,0.261202182,-0.062879218,0.500330399
2,0.505552415,1.185520001,-0.77743679,-0.268428607,1.192585041,1.44333965,-0.25081009,0.094767143,-0.655704807,-0.398899174,0.066427412,0.355365374,0.244904192,0.745835183,-0.337048651,0.046513751,0.014898742,0.368888152
2,0.751812109,1.369082456,-0.886617862,-0.571322382,0.348654325,0.945500992,-0.343167422,-0.007866257,-1.022648505,-0.590665978,-0.040667811,0.51596165,-0.040058493,0.646027589,-0.485580113,-0.043603883,-0.493947289,0.21066764
2,0.28265133,0.969041252,-0.767313987,-0.163705732,-0.88225912,0.252719982,-0.409934312,-0.100036696,-0.614421215,-0.169486165,-0.001072344,0.610761415,0.661545044,1.365211965,-1.072878561,-0.180075023,-0.256072384,0.205089506
2,0.237133545,0.940203794,-0.454011383,0.085445658,1.426021662,1.794102131,-0.257113366,0.056699616,-0.819558168,-0.164799554,-0.588971604,-0.133712155,-0.588139491,-0.276970218,0.026516263,0.571574674,-0.258735107,0.153030955
3,0.886580574,1.57638373,-0.490820016,0.284209944,-0.527025412,0.126489417,0.262992014,0.642672071,-0.2937277,0.361471074,-0.323674529,0.395876322,-0.518256618,0.149021327,-0.473456298,0.399591621,-0.937014808,-0.433503614
3,0.71185695,1.263238601,0.063792831,0.60745292,0.224822944,0.937517007,0.257073251,0.767239896,-0.002794256,0.499050579,-0.734308751,0.132696381,-0.47041316,0.219472378,0.403280101,1.239848125,-0.478587526,0.183130519
3,1.072275954,1.74225447,-0.036346865,0.351142142,-0.172360458,0.519663223,0.228215218,0.847029408,-0.237529124,0.66319207,-0.169597167,0.567233886,-0.52318585,0.235421077,0.079884222,0.674318318,-0.75848734,0.028759626
3,0.717997973,1.031587329,-1.718402972,-1.19722836,-0.287511253,0.17669383,-0.522786485,0.120973242,-0.141811452,0.415450737,-0.704919603,-0.015989027,-0.235807235,0.112169126,-0.243964681,0.230261335,-0.555310759,-0.013141161
3,0.685179076,1.317511659,-0.561571597,0.102204415,-0.131872841,0.97619855,0.204936947,0.97688115,-0.274364207,0.652641443,-0.195816989,0.324674984,-0.50278503,-0.071388656,0.165270805,0.800704832,-1.186316662,-0.507711934
3,0.494159749,0.870336333,0.641481658,0.884993558,-0.274577916,-0.099087857,0.560018071,0.777912732,-1.145937303,-0.968400867,-0.141689076,0.773803134,-0.246369849,0.168497625,-0.405410861,0.633326037,-0.485676464,0.117413919
3,0.733356127,1.167876698,-0.439779712,0.419976562,-1.095818911,-0.680721674,0.164511014,0.599212013,0.015725939,0.273450382,0.320533073,0.4309066,-0.111854832,0.554790603,-0.430067862,-0.033707289,-1.028636356,-0.530971625
3,1.164538947,1.948119008,0.297368252,0.752569021,-0.449702282,0.223284579,0.089174075,0.482142856,-0.458145989,0.165128472,0.040436038,0.889967693,-0.162305863,0.441512742,-0.516982743,0.357433737,-0.47240555,0.336923115
3,1.050360965,1.684686503,-0.595379528,0.226328455,-0.714295284,-0.067804939,0.223610843,0.872988745,-0.430373463,0.095395132,-0.421883443,0.098428376,0.216306063,0.686649041,-0.003830195,1.245875822,-1.106050755,-0.511274966
3,0.967431419,1.478210994,-1.003705362,-0.173187371,-0.547175941,-0.043911537,-0.256072331,0.307669507,-0.125822554,0.373439189,-0.518420801,0.044980976,-0.145596585,0.455044195,-0.29162815,0.30359271,-1.003727235,-0.824653538
3,0.845251783,1.367318102,-0.749765198,0.142340201,-1.287756669,-0.732273334,-0.27234641,0.113073646,-0.30280768,0.152798705,-0.24213253,0.323965491,0.434516103,0.89740655,-0.265699685,0.603593229,-0.880037927,-0.380811247
3,0.001735064,0.651986578,-0.229164021,0.489720114,0.172235769,1.07297845,0.128954986,1.036436676,0.368072767,1.024011537,0.004597141,0.371164255,-0.474638016,-0.096082682,0.268287308,0.937677747,-0.766786318,-0.062499645
3,0.869684825,1.451258235,0.320130998,0.780915417,0.096962601,0.611271834,0.271749477,0.886817321,-0.727199139,0.024739066,-0.464903013,0.168031661,-0.729432703,-0.11213487,0.184086032,0.773143484,-0.529687053,0.129000921
3,0.515352377,1.216126664,0.076066467,0.840988372,-0.217387714,0.517220343,0.245220857,0.60561673,-0.272252857,0.147760554,0.265959046,0.952732228,0.052442389,0.799089725,-1.213035133,-0.391871169,-0.134502043,0.663353533
3,1.333334689,1.890989941,-0.013276085,0.396860753,-0.297054785,0.582847711,0.219178745,0.820045876,-0.504277822,0.342968006,0.420726924,0.800801899,-0.514547014,0.052722717,-0.361892025,0.126193806,-0.843348972,-0.165611799
3,0.199695223,0.555226035,-1.340731098,-0.740162177,-0.820638411,-0.280656451,-0.676749783,0.346774975,-0.578537136,0.301928246,-0.325876978,0.513589521,-0.250657243,0.412935473,-0.598338912,0.046161609,-0.793698088,-0.374519834
3,0.997581292,1.634376823,0.209494023,0.564403808,0.240941324,0.990856246,0.445043091,0.755480828,-0.703610585,0.229805152,0.342169535,0.898302151,-0.357992503,0.227011363,-0.030830787,0.655132957,-0.302481015,0.047416359
3,1.307474994,1.775201063,0.116454138,0.761576792,-0.734667149,-0.436645623,0.044402758,0.602757937,-0.373223129,0.156072301,-0.24101328,0.558292724,-0.150264439,0.451721485,-0.205351895,0.620866914,-0.887565249,-0.250685036
3,0.850390893,1.453090245,-0.585862222,-0.006828904,-0.30063506,0.112649967,0.357392731,0.967986564,-0.280076405,0.459775263,-0.943033061,-0.253026374,0.076163717,0.567080873,-0.315926169,0.295327808,-0.891936968,-0.288246986
3,0.09118978,0.514469305,-0.869982475,-0.230726828,0.136820226,0.533575316,0.143232162,0.269204387,0.279688294,1.073902135,-0.619225483,-0.445587783,-0.272548254,-0.108903326,-0.300597144,-0.056893111,-0.891423982,-0.302574758
4,-1.847347868,-1.588361289,0.14662061,0.273004546,0.023726995,0.449083698,-0.502102804,0.182629414,-0.101333597,0.08445824,-0.65942136,-0.367617869,0.517613202,0.593023623,0.042533858,0.262722947,-0.57269405,-0.156463886
4,-1.651971796,-1.148234323,0.454278638,1.116099307,-0.38188169,0.006908307,0.27116025,0.770764267,-0.353068725,0.067901036,-0.838628511,-0.626323365,0.034183933,0.42633747,0.276216291,0.730947441,-0.579344186,-0.236504511
4,-1.568438595,-0.934513617,-0.349881648,0.160469913,-0.904007594,-0.42018807,-0.53155828,-0.189714213,-0.734717001,-0.400399267,-0.385042971,0.473633273,0.050712947,0.664582174,0.021970304,0.572759335,-0.231811223,0.511818847
4,-1.720186225,-1.147544873,-0.663674119,-0.115672704,-1.089794479,-0.012899852,0.228078925,0.958804913,-0.440683959,0.166988494,-0.466088877,0.004585977,-0.09024661,0.519738194,0.075461782,0.652844293,-0.126304753,0.20160856
4,-1.797310342,-1.575026704,-0.022537679,0.702481039,-0.618006271,-0.292510882,0.159390707,0.885416445,0.202013849,0.520973816,-0.026668267,0.340539617,-0.062497794,0.328156105,0.245224343,0.660804545,-0.686198735,-0.371112653
4,-1.873566194,-1.313592117,-0.311964331,0.500510556,-0.751346228,-0.015506831,-0.73942603,0.069048582,-0.384559142,0.249439968,-0.0877716,0.371016583,0.209683153,0.747702096,0.3236621,0.729694771,-0.230041271,0.365235637
4,-1.475211797,-0.8547746,-0.009041608,0.418435044,-1.120440633,-0.461110976,0.956410665,1.217739599,0.216818747,0.770424632,-0.122146321,0.541354674,-0.429470191,0.183722586,0.476545272,0.757988042,-0.374098302,0.083342481
4,-1.572466364,-1.264426579,-0.255681973,0.380581976,-0.723098598,-0.354695536,0.865720258,1.15545654,-0.358167304,0.044406181,-0.373379195,0.103060933,-0.236278109,0.014694421,0.540279393,0.96442666,-0.707094722,-0.141233555
4,-1.328617007,-0.850985146,-0.243023655,0.416192263,-1.269288116,-0.857674684,-0.153544277,0.445578984,0.670299211,0.951791766,-0.019838356,0.446387108,-0.020095787,0.261928946,0.177721477,0.658125812,0.006344275,0.531264511
4,-1.391115651,-1.111325011,-0.999274844,-0.235717392,-0.644048883,0.321682042,0.956096676,1.201061389,-0.271223104,0.147714095,-0.778820451,-0.084164345,-0.498970689,0.164375003,0.356421126,0.735196575,-0.620823209,-0.01826329
4,-1.096660658,-0.883802323,-0.513834883,0.065991915,-1.258709669,-0.529030503,1.052372438,1.574568193,-0.338065303,0.128172483,-0.134438731,0.310869973,-0.484907644,-0.079742267,-0.029488352,0.630923243,-0.637872287,0.003685381
4,-1.797705938,-1.580791369,0.139530053,0.853110782,-0.898108465,-0.414490731,0.535071223,0.855324635,-0.362792234,0.295677205,-0.643797371,-0.076632032,0.018833132,0.422603056,0.336767333,0.702553862,-0.323825909,-0.087174895
4,-1.697619519,-1.151100678,-0.934633331,-0.58025698,-0.593035315,0.310474152,0.618154876,0.909824401,-0.047796013,0.674231354,-0.343751424,0.080248777,-0.527914144,-0.215087298,0.42396824,0.8167534,-0.158274876,0.681632138
4,-1.623231414,-1.008363899,-0.399327737,0.160865444,-0.638770541,0.108423749,-1.124451594,-0.778381325,-0.075496134,0.419664854,0.228943522,0.642350132,0.182771317,0.598413635,0.401591239,0.661896154,0.224477476,0.556858136
4,-1.210478812,-0.740070735,-0.610118179,-0.184701702,-0.470226555,0.064982718,-0.867835685,-0.478445173,-0.609826414,-0.070257454,0.136588848,0.561097882,-0.348529567,0.197266237,0.242069043,0.907721264,0.250630516,0.905032888
4,-1.262158346,-0.319111938,-0.825809573,-0.369298903,-1.285766484,-0.049652245,-0.789458191,0.024392482,-0.215465391,0.695266907,-0.001956235,0.643475731,-0.340186745,0.401493758,-0.228702157,0.322248406,0.379959191,1.066380631
4,-1.899936401,-1.493071968,0.383449665,0.791891197,-0.843100232,-0.018395978,-0.164454882,0.338497834,-0.378592028,-0.078998767,-0.630162431,-0.253397686,0.449372681,0.725017585,0.422028828,0.735292868,-0.40484924,0.168430893
4,0.075522759,0.4853714,-1.122699851,-0.873456548,0.110938164,0.331690879,-0.965572095,-0.61249237,0.033550966,0.092006431,0.105748351,0.205278224,-0.690917365,-0.09882125,-0.130386399,0.116549181,0.970752902,1.02339707
4,-1.981257833,-1.484627012,-0.260773948,0.407633894,-1.126971627,-0.181481928,-0.055220678,0.514596753,-0.205282849,0.434342207,-0.285967061,0.3161343,0.104475031,0.518837173,0.325623552,0.667131175,-0.409313485,0.197284254
4,-1.653307642,-1.05201304,-0.275678489,0.227573346,-0.844138787,-0.247519937,-0.626396362,0.145154543,0.284812445,0.734623751,0.150797611,0.725612464,0.113140471,0.631346136,0.209999976,0.750305323,-0.174001628,0.488494518
5,0.331055525,1.052106366,0.714033395,1.00686716,-0.381310935,0.26876945,-0.673230393,-0.002741704,0.413130127,1.373207748,-0.026283585,0.545693634,-0.746381792,-0.097410658,-0.178433011,0.689545512,-0.520847872,0.121892225
5,-0.776749258,-0.149921231,-0.851712565,-0.380537614,0.01317926,0.299652377,-1.711739954,-1.202713446,0.639591493,1.156665488,-0.12909944,0.324658728,-0.44511522,0.288526993,-0.505075846,0.051379501,-0.17817195,0.549547541
5,-0.392531041,-0.096326478,-0.251595702,0.028523607,0.352946429,0.437118309,-2.21795923,-2.012388359,0.100298694,0.327353034,-0.207837418,-0.032492642,-0.584374693,0.29198316,-0.11579006,0.093843811,-0.026785292,0.17989569
5,0.534137137,0.99192647,0.762871996,1.164330844,0.069014433,0.785395299,-0.107940406,0.193941308,0.506850734,0.961309828,0.039293178,0.990001725,-0.295850114,-0.027163849,-0.047752206,0.425113921,0.322535557,0.783765986
5,-0.188107577,0.581245783,-1.359604215,-0.711901338,-0.049923935,0.546684829,-1.230774493,-0.583610831,0.538727001,1.125578768,-0.761491941,-0.08198669,-0.198479336,0.380642588,-0.426213269,0.005661874,-0.523431654,0.632251396
5,-0.57176372,0.119412826,-0.750861166,0.067859874,-0.283933167,0.519093275,-1.121831214,-0.471226093,1.184975005,1.725047625,-0.594876844,0.106985822,-0.120886915,0.462331032,-0.441504833,0.156619238,-0.29608716,0.451756138
5,-1.13963501,-0.278072271,-0.220861817,0.375062547,-0.654743956,0.153644736,-0.790686283,-0.293106426,0.327465415,1.228908239,-0.047391717,0.351353512,-0.416158004,0.123826428,-0.657671498,0.375747175,-1.065150965,-0.467718206
5,-0.182200733,0.784779284,0.098017706,0.465218151,-0.51175272,-0.011708643,-0.634076745,-0.261665332,1.128931687,1.453325912,-0.378415353,0.318790556,-0.550890214,-0.136932296,0.055981964,0.666199966,-0.891721942,0.072150664
5,0.248278394,1.042756054,0.678384372,1.072061758,-0.663579208,0.254264339,-0.59243496,-0.032199638,0.697641064,1.258360562,-0.520902354,0.096184989,-0.498172245,0.106883583,0.186984431,0.796245134,-0.034924356,0.448407566
5,-0.555418652,0.348447018,0.47281311,0.88744022,-0.343744801,0.236601082,-0.670392906,0.041875848,0.475076267,1.299435593,0.207400984,0.998455936,-0.469161841,-0.2283821,-0.286755318,0.436970197,-0.914588021,-0.277462531
5,-0.525835541,-0.048665824,-0.506543797,0.016352811,0.06002429,0.356129474,-1.662056019,-1.112650755,0.110465901,0.832274002,-0.369055995,0.030390577,0.24881413,0.670225229,-0.260957426,0.154943777,-0.630766697,-0.239735394
5,0.113813382,0.332956424,0.15967991,0.392348447,-1.046152111,-0.724734961,-0.887911187,-0.014863578,0.496975241,1.300361599,-0.674032373,-0.053093003,-0.596793548,-0.097149621,0.175430752,0.843807272,0.077993866,0.353833732
5,0.766993002,0.951428418,0.070863654,0.49465303,-0.738985798,0.024530895,-0.203692909,0.900693513,-0.281365191,0.576585845,-1.092950732,-0.678967947,-0.08827885,0.119480897,0.051142196,0.454769225,-0.175305933,0.270190135
5,-0.495697835,0.098076373,-0.364759947,0.080153107,-0.848397525,0.165026207,-0.198683322,0.159592243,0.835577732,1.461061352,-0.448545907,-0.218251259,-0.276126503,-0.01711139,-0.272072023,0.20781303,-0.2058117,0.216373903
5,-0.276324022,0.375940279,-1.239032882,-0.564018294,-0.028351767,0.452182609,-1.485278574,-1.095665904,0.915552599,1.323667207,-0.41192547,0.034617724,-0.048491651,0.279018103,-0.690211145,-0.002572697,-0.493173347,0.05418972
